,epochs,total_time(s),average_time(s)
0,1,122.34743213653564,122.34743213653564
1,10,115.96813821792603,11.596813821792603
2,50,127.02079916000366,2.5404159832000732
3,100,140.3394820690155,1.403394820690155
4,150,152.14615488052368,1.0143076992034912
5,300,188.986469745636,0.62995489915212
6,500,238.53555297851562,0.4770711059570312
