,epochs,total_time(s),average_time(s)
0,1,11.411424160003662,11.411424160003662
1,10,14.157857418060303,1.4157857418060302
2,50,44.27401089668274,0.8854802179336548
3,100,81.5657548904419,0.815657548904419
4,150,117.72138333320618,0.7848092222213745
5,300,236.1143479347229,0.7870478264490763
6,500,388.1608335971832,0.7763216671943665
