,epochs,total_time(s),average_time(s)
0,1,137.4901354312897,137.4901354312897
1,10,141.95711803436282,14.195711803436282
2,50,159.3650591373444,3.1873011827468876
3,100,185.24796152114868,1.8524796152114869
4,150,209.32295560836792,1.3954863707224527
5,300,282.06290364265436,0.9402096788088479
6,500,382.7190907001496,0.7654381814002992
