,cell_line,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,# trainable params,random_seed,best_epoch,batch_size,lr,data_split_seed
0,PC-3,0.18786672445203065,0.7243213556141679,0.7408209651101525,0.9680153634882239,0.5338012230125992,0.5006035332178261,127117337,7,72,16,0.01,1
1,PC-3,0.21169658465016303,0.7122320696970968,0.7497763228946811,0.958701624964848,0.5469374963691708,0.4961464743183086,127117337,77,43,16,0.01,1
2,PC-3,0.22303765161648645,0.7461426272971478,0.7418123937472155,0.9609367265946133,0.5041633520261518,0.4902624279944757,127117337,777,67,16,0.01,1
