,cell_line,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,# trainable params,random_seed,best_epoch,batch_size,lr,data_split_seed
0,DU-145,0.21708872117714734,0.7694704682646702,0.801668315889517,0.9580426126417857,0.4951999869066634,0.41210650530368315,127117337,7,35,16,0.01,1
1,DU-145,0.2665633568905048,0.7589261256688954,0.771492829426399,0.9374978205156893,0.507208098200042,0.43764275818234716,127117337,77,48,16,0.01,1
2,DU-145,0.2206333678579936,0.7770176176536232,0.779846286159921,0.95251650314187,0.4837150385740244,0.4324028807373814,127117337,777,37,16,0.01,1
