,loss,val_loss,auc,val_auc,epoch
0,0.7023330554489262,0.6927782885286192,0.7821083920690336,0.7349069849069849,0
1,0.6835336193565494,0.6847198783167151,0.7909544276837275,0.7435064935064934,1
2,0.6598735649723652,0.6575376853248142,0.7918272292119535,0.7657950157950159,2
3,0.6228284852563842,0.6054093300901502,0.8320598116066136,0.7834327834327833,3
4,0.5527747441914456,0.6477099134037826,0.8591729244889446,0.7997542997542998,4
5,0.5090847007499254,0.5733660662805797,0.8762543091144633,0.8202000702000701,5
6,0.4566061446489381,0.5788009193361989,0.8940438157345805,0.8348543348543349,6
7,0.4309068359126729,0.7223421908569652,0.9095854467206816,0.8380133380133381,7
8,0.4004219573883971,0.5051796459006948,0.9216441055705598,0.8487188487188487,8
9,0.3631351414790823,0.48192221143387803,0.9333349801286696,0.8587223587223587,9
10,0.3700134660586838,0.4717544222509624,0.9411984278593857,0.86003861003861,10
11,0.3354506971914906,0.4752142343497434,0.9463844608392069,0.8658301158301158,11
12,0.3191838886126999,0.4625951854993176,0.9529277276420086,0.868023868023868,12
13,0.3453655604981194,0.46164287577401725,0.9557766835737656,0.868111618111618,13
14,0.3298504384588604,0.5263595755230512,0.9596740992029511,0.8697788697788698,14
15,0.2896045678410648,0.5876564322816615,0.9644429440309159,0.8696911196911197,15
16,0.2783681203511136,0.4761807708353396,0.9674538348374064,0.8655668655668656,16
17,0.2502863219946869,0.47712275632564594,0.9739641657334827,0.871007371007371,17
18,0.2756955409591848,0.4645390528815472,0.9727825900797049,0.8706563706563706,18
19,0.22890796050552495,0.5015983207533691,0.9787275212436599,0.872060372060372,19
20,0.2557863949251569,0.49498635056792506,0.9788249566343894,0.8696911196911197,20
21,0.2629803080696705,0.46254972393149574,0.9816876358606152,0.8697788697788698,21
22,0.20843363800817286,0.46931701114043495,0.9832054322288827,0.8738153738153738,22
23,0.20901984666004653,0.5127423082459841,0.9846353995125485,0.8624956124956125,23
24,0.19810532503876804,0.49717284457770405,0.9835773335089915,0.8699543699543699,24
25,0.21316883081246998,0.5038147348639191,0.989079002261599,0.8661811161811162,25
26,0.2041837690536641,0.5889257045327038,0.9882446259578861,0.8660933660933661,26
27,0.20537339675525004,0.48638557751249795,0.9885136025294777,0.8778518778518778,27
28,0.17377424508579506,0.4904733094948017,0.9892477987835673,0.873025623025623,28
29,0.174030032212084,0.5354701114065995,0.9921461585754122,0.8667953667953667,29
30,0.15102930709350207,0.5746712547955134,0.9911649430208814,0.8706563706563706,30
31,0.16061454208429193,0.5886028715415507,0.9943446303493403,0.8551246051246051,31
32,0.15823902488986322,0.5477524243097827,0.992335540039084,0.8762723762723763,32
33,0.13560015056744096,0.5922783651444691,0.9926690160946797,0.873025623025623,33
34,0.14494537643410943,0.588890494396355,0.9916768219045737,0.8611793611793612,34
35,0.12527829425886644,0.5785932483657307,0.9953972070351097,0.8648648648648649,35
36,0.12047461091486876,0.584131302077644,0.9953368245394462,0.863022113022113,36
37,0.12513758924381793,0.5815780749482824,0.9964813472981577,0.8734643734643734,37
