,cell_line,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,# trainable params,random_seed,best_epoch,batch_size,lr,data_split_seed
0,CCRF-CEM,0.27607222731036923,0.7079183681021057,0.6993702404260782,0.9482672129218712,0.6723654692490368,0.6300877047499681,803681,7,112,128,0.0001,1
1,CCRF-CEM,0.2778273961057412,0.7176955046523384,0.7067729026456946,0.9509066464801385,0.6665564718678512,0.6265478488502134,803681,77,135,128,0.0001,1
2,CCRF-CEM,0.3075580749664689,0.7230832097703183,0.707539826998363,0.937430793963094,0.6636224157378628,0.6234875759656078,803681,777,128,128,0.0001,1
