,cell_line,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,# trainable params,random_seed,best_epoch,batch_size,lr,data_split_seed
0,LoVo,0.3771285557808768,0.8203404771391803,0.8026359199296152,0.9065540620883743,0.5209165370763725,0.5401187152019814,127117337,7,30,16,0.01,1
1,LoVo,0.3209012083745597,0.823060732949233,0.785615125355463,0.9360121900252314,0.5194191825245901,0.5635025958680523,127117337,77,32,16,0.01,1
2,LoVo,0.3656141735300386,0.8089516159370411,0.8493740549520915,0.9089604721380434,0.5349904647997685,0.4875865740250897,127117337,777,36,16,0.01,1
