,cell_line,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,# trainable params,random_seed,best_epoch,batch_size,lr,data_split_seed
0,HCT-15,0.26875452707691744,0.6477692900117623,0.6897287165195122,0.9620655070756108,0.7518695165454399,0.7373497321317667,803681,7,236,128,0.0001,1
1,HCT-15,0.2893809799704248,0.6707415458850435,0.6939610350455646,0.9564837418724212,0.7358070111690285,0.7355643429176131,803681,77,233,128,0.0001,1
2,HCT-15,0.28932351323563643,0.6455125113903791,0.7065475881855107,0.955752206842156,0.7532795467511535,0.7283828279998847,803681,777,268,128,0.0001,1
