,cell_line,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,# trainable params,random_seed,best_epoch,batch_size,lr,data_split_seed
0,SK-OV-3,0.3599306004493573,0.7562489779226154,0.8816185633272129,0.932363985158566,0.7170530170367831,0.6035666765076928,803681,7,124,128,0.0001,1
1,SK-OV-3,0.38779962169486826,0.7429370691453945,0.8880915296441336,0.9218444432756946,0.7261380780491448,0.597485182040802,803681,77,135,128,0.0001,1
2,SK-OV-3,0.4241157733885615,0.7701328769855689,0.8996993274532818,0.9064772768384391,0.7059707747980181,0.5895490409524413,803681,777,138,128,0.0001,1
