,cell_line,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,# trainable params,random_seed,best_epoch,batch_size,lr,data_split_seed
0,HCT-15,0.275503513417069,0.7536661189343465,0.885087146662285,0.9628253090561167,0.6796497441183452,0.5940987489020274,127117337,7,59,16,0.01,1
1,HCT-15,0.38873102273929255,0.7745722949851862,0.8146211907800424,0.9386941818194451,0.6462713158929271,0.6386700872059771,127117337,77,35,16,0.01,1
2,HCT-15,0.27758704225342096,0.7398186578036774,0.847190571900494,0.9658413012121766,0.6818232961047666,0.616842450625132,127117337,777,44,16,0.01,1
