min_dist,n_neighbors,valid_best_loss,valid_best_auc,train_best_auc,best_epoch,test_auc
0.45,50,0.5237076298290531,0.8572306072306072,0.9777957095492172,51,0.8935294117647058
0.5,50,0.5183816154962344,0.8609161109161109,0.973879081307775,51,0.8923529411764706
0.55,50,0.5477020076864603,0.8578448578448579,0.9963880288957688,105,0.8833333333333333
0.6,50,0.5638416494606742,0.8557388557388559,0.9687877390597895,45,0.8901960784313725
0.65,50,0.5806894633203548,0.8617936117936118,0.9698224754627495,45,0.8886274509803922
0.7,50,0.5315003851490305,0.8617058617058617,0.9730721515930001,55,0.8872549019607844
0.75,50,0.5845584354505239,0.8664443664443664,0.9986647234481699,132,0.8907843137254902
0.8,50,0.6385012360918798,0.8643383643383643,0.9908808708253738,80,0.8835294117647059
0.85,50,0.5106035450239055,0.861969111969112,0.9750510506554245,51,0.8905882352941177
0.9,50,0.5433004466409714,0.8490698490698491,0.9933044046285927,82,0.8903921568627451
0.95,50,0.5666488437660483,0.8606528606528606,0.9683485936367828,45,0.8854901960784314
0,55,0.48266093926319226,0.865128115128115,0.9789443492962695,58,0.8941176470588235
0.05,55,0.5465180300521535,0.8508248508248509,0.9942760138769954,87,0.898235294117647
0.1,55,0.7759329016931009,0.853983853983854,0.9989117427486113,163,0.8870588235294118
0.15,55,0.4960990409977389,0.8592488592488592,0.9742262806578398,52,0.9003921568627451
0.2,55,0.6499596882537501,0.8646893646893647,0.9977082098236831,128,0.8843137254901962
0.25,55,0.5012273382370835,0.8604773604773605,0.98685445622818,66,0.892156862745098
0.3,55,0.48839324998934536,0.85995085995086,0.9913364842017435,77,0.8925490196078432
0.35,55,0.5194049810632965,0.8525798525798526,0.9737967415409614,51,0.8964705882352941
0.4,55,0.6845515034229352,0.857932607932608,0.9987484355444305,141,0.8762745098039216
0.45,55,0.5634908803942188,0.8586346086346086,0.9975476472783962,101,0.8947058823529411
0.5,55,0.5671472369094953,0.8549491049491049,0.9686848143512724,45,0.8874509803921569
0.55,55,0.6461108872876656,0.8545981045981046,0.9796058120896735,54,0.8868627450980392
0.6,55,0.8489797965851643,0.8536328536328537,0.9988939024658015,158,0.8715686274509803
0.65,55,0.49985162430251673,0.8642506142506142,0.9743635136025295,51,0.8796078431372549
0.7,55,0.5725909532202,0.8545103545103545,0.9927609621676219,78,0.8776470588235293
0.75,55,0.506357949547815,0.8563531063531062,0.9791364754188351,60,0.8964705882352941
0.8,55,0.5988944079110164,0.8687258687258687,0.999352260501065,151,0.9027450980392157
0.85,55,0.5336296011675272,0.8628466128466128,0.9968189403420943,107,0.8837254901960784
0.9,55,0.5274234890740439,0.8588978588978589,0.9928858441472893,84,0.8884313725490196
0.95,55,0.6895188482490596,0.8652158652158652,0.9993989197022594,190,0.8884313725490196
0,60,0.5012353914265602,0.8543348543348543,0.985635827679336,66,0.902156862745098
0.05,60,0.5849239133446422,0.8487188487188487,0.9687685264475332,45,0.8947058823529411
0.1,60,0.5461889539432052,0.8623201123201123,0.9721787651230706,45,0.8964705882352941
0.15,60,0.49642838157762753,0.8633731133731133,0.9820540478229366,61,0.895294117647059
0.2,60,0.7617510039581369,0.863109863109863,0.9993014843115298,177,0.8907843137254902
0.25,60,0.6870415237368337,0.8594243594243595,0.9992218892036098,186,0.8901960784313726
0.3,60,0.5470345653840248,0.8583713583713585,0.9943240454076366,82,0.8849019607843136
0.35,60,0.6673679474790563,0.8513513513513513,0.991090837230749,80,0.8858823529411765
0.4,60,0.6923274315202868,0.8667076167076166,0.9993426541949366,190,0.8874509803921569
0.45,60,0.5995985619131697,0.8613548613548614,0.9800257449004237,54,0.886470588235294
0.5,60,0.5694010574247269,0.8546858546858548,0.9689963331357178,45,0.8878431372549019
0.55,60,0.6592290047556162,0.859073359073359,0.9760034472915706,54,0.8821568627450981
0.6,60,0.6922743066355882,0.8578448578448579,0.9994167599850691,190,0.8913725490196078
0.65,60,0.7690312752734549,0.8645138645138646,0.9989460509847836,163,0.8823529411764707
0.7,60,0.5033490055838957,0.8608283608283608,0.9813280855455284,59,0.8833333333333333
0.75,60,0.6192827112972736,0.8636363636363636,0.998225578025163,128,0.8786274509803921
0.8,60,0.532429858992826,0.8669708669708669,0.995155677052456,94,0.8731372549019607
0.85,60,0.5297607385756954,0.8590733590733591,0.993696890850405,84,0.882549019607843
0.9,60,0.554892541359592,0.8638118638118638,0.9902194080319698,68,0.8847058823529411
0.95,60,0.7410857122860207,0.851000351000351,0.9988184243462223,141,0.8935294117647058
0,65,0.5671419641188044,0.8691646191646192,0.9933428298531058,82,0.8809803921568627
0.05,65,0.5161881336806625,0.8555633555633555,0.9854464462156644,66,0.8874509803921569
0.1,65,0.5151325347802497,0.8655668655668656,0.9952146872186725,87,0.8825490196078432
0.15,65,0.5472625843341777,0.8574938574938575,0.9764000505017237,51,0.8894117647058823
0.2,65,0.7261897934637717,0.8571428571428571,0.9984671080078169,126,0.8825490196078432
0.25,65,0.49009707915467143,0.8652158652158652,0.9875639505522253,66,0.8876470588235295
0.3,65,0.49312096740433714,0.8625833625833625,0.978328173374613,59,0.8909803921568628
0.35,65,0.5298154199656272,0.8525798525798526,0.9856687635860616,68,0.8849019607843137
0.4,65,0.5666306276885879,0.8588101088101088,0.9703274926992074,45,0.8801960784313725
0.45,65,0.6712491224143678,0.8597753597753598,0.9980526645148541,128,0.8792156862745097
0.5,65,0.5119524027239408,0.8623201123201123,0.9789429769668225,51,0.8876470588235295
0.55,65,0.6707863212618607,0.8566163566163566,0.9893150429264651,80,0.8901960784313726
0.6,65,0.48975188635437694,0.8646016146016147,0.9915327273126495,72,0.8778431372549019
0.65,65,0.8014557500746077,0.8613548613548614,0.9994359725973256,177,0.87
0.7,65,0.48649866237545647,0.8694278694278694,0.9770999385196407,51,0.8888235294117647
0.75,65,0.666171359268344,0.8618813618813619,0.9945751816964189,90,0.8852941176470589
0.8,65,0.5549889824643041,0.8605651105651106,0.9729747162022704,45,0.8903921568627451
0.85,65,0.6861757678504021,0.8626711126711127,0.9994181323145159,189,0.8856862745098039
0.9,65,0.6252444344418531,0.8698666198666198,0.994984135871594,90,0.8876470588235296
0.95,65,0.5030372452656955,0.8502106002106002,0.9749549875941418,49,0.8929411764705882
0,70,0.5730468610807365,0.8548613548613547,0.9695864347978834,45,0.8899999999999999
0.05,70,0.5802637551300573,0.8554756054756054,0.9656272643435875,45,0.9027450980392157
0.1,70,0.5120754089477836,0.85995085995086,0.9932453944623763,84,0.897843137254902
0.15,70,0.563956908190882,0.8622323622323623,0.9688014623542587,45,0.876078431372549
0.2,70,0.6477689744028824,0.8659178659178659,0.9993865687372373,190,0.8866666666666666
0.25,70,0.8069451584770585,0.8544226044226044,0.9982873328502734,126,0.888235294117647
0.3,70,0.5812119443388964,0.8683748683748684,0.9990270184221506,162,0.9005882352941176
0.35,70,0.5804822301825151,0.8606528606528606,0.9669941044726961,45,0.8941176470588236
0.4,70,0.5398687855494733,0.8599508599508601,0.9965828996772281,94,0.8862745098039215
0.45,70,0.5642932741008452,0.8544226044226044,0.9969259820389522,103,0.8950980392156862
0.5,70,0.5138326681015507,0.8618813618813619,0.9776571042750807,51,0.8835294117647059
0.55,70,0.5442417553619833,0.8567918567918568,0.9960024043211909,92,0.8976470588235294
0.6,70,0.5682120700150926,0.8602141102141103,0.9962851041872516,94,0.8707843137254903
0.65,70,0.5391061108633383,0.8602141102141102,0.9862821948488242,68,0.8841176470588235
0.7,70,0.57512398853602,0.8523166023166023,0.9694684144654503,45,0.8917647058823529
0.75,70,0.5288060562598784,0.8602141102141102,0.9792695913751839,51,0.8837254901960783
0.8,70,0.5186127512068148,0.8574938574938574,0.9600267878708034,38,0.8813725490196078
0.85,70,0.5638700182864208,0.8510003510003511,0.9940783984366423,87,0.8796078431372548
0.9,70,0.5491312642069842,0.8523166023166023,0.9948798388336298,87,0.8931372549019607
0.95,70,0.6417761243115,0.8645138645138646,0.9977425180598556,128,0.8909803921568628
0,75,0.6331535514616808,0.8567918567918567,0.9926278462112729,80,0.892156862745098
0.05,75,0.5633679396713411,0.861003861003861,0.9867254572601717,68,0.8962745098039215
0.1,75,0.6092769098005547,0.8583713583713584,0.9987168719671519,132,0.9005882352941177
0.15,75,0.4897131316906569,0.8686381186381186,0.9748452012383901,51,0.9
0.2,75,0.6515115453855486,0.8563531063531064,0.9985919899874843,141,0.8870588235294117
0.25,75,0.5243972116057446,0.8520533520533521,0.972265221878225,51,0.8923529411764705
0.3,75,0.5040975451370738,0.8636363636363636,0.9731490020420261,51,0.8937254901960784
0.35,75,0.6148708043805021,0.8648648648648649,0.978870243506137,54,0.8876470588235293
0.4,75,0.5231290176905543,0.8536328536328537,0.9791254967832599,58,0.8858823529411765
0.45,75,0.4855121190086106,0.865128115128115,0.9834579408471116,65,0.892156862745098
0.5,75,0.5339697835510535,0.8653036153036152,0.9728580681992841,45,0.8841176470588236
0.55,75,0.5762277566241902,0.8555633555633556,0.9726755483828471,45,0.8911764705882352
0.6,75,0.6157345556413496,0.8623201123201123,0.989726741760534,80,0.8913725490196078
0.65,75,0.6132627256362644,0.8567918567918568,0.9957663636563249,103,0.8890196078431373
0.7,75,0.6637160167443437,0.8618813618813619,0.997763103001559,128,0.8917647058823528
0.75,75,0.5902106984216251,0.8538083538083537,0.9679245438376919,45,0.8833333333333333
0.8,75,0.5532897987359802,0.8604773604773605,0.989131150780581,70,0.8854901960784314
0.85,75,0.621756514312317,0.8649526149526149,0.9911059328546648,80,0.874313725490196
0.9,75,0.560033665291521,0.8524043524043524,0.9957595020090902,94,0.8829411764705882
0.95,75,0.5895510901826502,0.8575816075816076,0.9906516918077422,80,0.8927450980392156
0,80,0.6881575766482101,0.8574938574938575,0.9969355883450806,128,0.893921568627451
0.05,80,0.6783647887063342,0.8555633555633556,0.9990352523988318,189,0.8831372549019607
0.1,80,0.520167454633097,0.8554756054756055,0.9740863030542565,51,0.8929411764705882
0.15,80,0.5144457891583443,0.8574938574938575,0.9887125902992777,70,0.8923529411764706
0.2,80,0.5698568484443702,0.8575816075816076,0.9677955448696836,45,0.8870588235294118
0.25,80,0.6805854870980939,0.8594243594243595,0.9990942625650485,192,0.8964705882352941
0.3,80,0.5081837053429212,0.8611793611793612,0.9667868827262148,46,0.8884313725490196
0.35,80,0.5298974165162503,0.858897858897859,0.9909412533210373,71,0.8886274509803922
0.4,80,0.7254798805082081,0.8533696033696033,0.9992740377225918,190,0.8809803921568629
0.45,80,0.5670623712685724,0.8581958581958582,0.9969630349340185,105,0.8992156862745098
0.5,80,0.5520516466719425,0.8581081081081081,0.9890927255560678,71,0.8933333333333333
0.55,80,0.7363106862253306,0.8509126009126008,0.9994689085040512,194,0.884313725490196
0.6,80,0.5541650206344018,0.8595998595998595,0.9966172079134005,94,0.8898039215686274
0.65,80,0.5585944934791287,0.8545103545103545,0.9718768526447534,45,0.8952941176470588
0.7,80,0.6866510318752551,0.8538083538083538,0.9984273104538568,141,0.8841176470588235
0.75,80,0.5994451882576706,0.8549491049491048,0.9672754320093099,45,0.894313725490196
0.8,80,0.7101351190728462,0.8534573534573535,0.9993056012998704,190,0.9049019607843136
0.85,80,0.49587403948338615,0.8517023517023516,0.9612714906791385,38,0.8847058823529412
0.9,80,0.6953437263454427,0.8579326079326078,0.9987251059438332,141,0.8862745098039215
0.95,80,0.5601115182831587,0.8569673569673569,0.966785510396768,45,0.8850980392156862
0,85,0.718793637828519,0.860916110916111,0.9993810794194498,177,0.8749019607843137
0.05,85,0.747857163111303,0.8545981045981047,0.9992973673231891,172,0.8784313725490196
0.1,85,0.6437791671776614,0.8681993681993683,0.9937888369233472,90,0.8784313725490195
0.15,85,0.509517602869217,0.8593366093366093,0.988015446940254,68,0.894313725490196
0.2,85,0.5238721967730301,0.8616181116181116,0.9715227916474541,51,0.8817647058823529
0.25,85,0.5703404377529163,0.8640751140751141,0.9927733131326438,76,0.8745098039215686
0.3,85,0.603251205868279,0.8592488592488593,0.9944077575038974,85,0.8845098039215686
0.35,85,0.6812603258040567,0.8553878553878553,0.9990668159761105,189,0.8923529411764706
0.4,85,0.49009719994289197,0.8685503685503686,0.9942073974046506,87,0.8999999999999999
0.45,85,0.5556340670052743,0.8697788697788698,0.9991079858595173,133,0.8868627450980393
0.5,85,0.7064461789482477,0.8584591084591084,0.9984190764771754,126,0.8866666666666666
0.55,85,0.5867273143141081,0.8634608634608635,0.9920734251147268,76,0.8839215686274509
0.6,85,0.6544810855477456,0.866005616005616,0.963340963485058,37,0.8735294117647058
0.65,85,0.5793242855675963,0.8573183573183573,0.9683925081790835,45,0.8796078431372549
0.7,85,0.4939881978149446,0.865128115128115,0.9668266802801748,41,0.8794117647058823
0.75,85,0.5229563542351817,0.8541593541593542,0.9796016951013328,58,0.8901960784313726
0.8,85,0.7200612575802582,0.8585468585468585,0.9993028566409767,189,0.8905882352941177
0.85,85,0.5202938456409025,0.8611793611793611,0.974768350789364,51,0.8813725490196077
