min_dist,n_neighbors,valid_best_loss,valid_best_auc,train_best_auc,best_epoch,test_auc
0.9,85,0.5396244354694095,0.8573183573183574,0.9938245174889665,82,0.8929411764705881
0.95,85,0.549864265130253,0.8603896103896104,0.9951378367696464,98,0.8894117647058822
0,90,0.5730402212565309,0.864952614952615,0.9973321915552336,97,0.8866666666666667
0.05,90,0.7020726292486618,0.861003861003861,0.9982214610368223,126,0.8854901960784314
0.1,90,0.6833745133723842,0.8552123552123552,0.9986345322003382,141,0.8937254901960784
0.15,90,0.5667108669877052,0.8641628641628643,0.9977878049316031,119,0.8972549019607843
0.2,90,0.6072685953402361,0.8571428571428572,0.9972841600245923,117,0.8888235294117647
0.25,90,0.5210924996248144,0.8595998595998595,0.9875913971411632,62,0.8829411764705882
0.3,90,0.5504595810510465,0.8530186030186031,0.970755659486639,45,0.8954901960784314
0.35,90,0.6031212814843023,0.8581081081081081,0.966586522626968,45,0.8900000000000001
0.4,90,0.6879198385636933,0.8610916110916111,0.9974845201238389,128,0.8641176470588237
0.45,90,0.5092741449345026,0.8615303615303614,0.9684693586281097,41,0.8772549019607843
0.5,90,0.561606670624965,0.8577571077571078,0.9712469534286279,45,0.8874509803921568
0.55,90,0.5013215593648273,0.8673218673218672,0.993076597940408,84,0.8962745098039215
0.6,90,0.5455856386399427,0.8521411021411021,0.9758881716180313,51,0.8884313725490196
0.65,90,0.5762053405409617,0.8564408564408564,0.9697030828008695,45,0.8809803921568627
0.7,90,0.601372770274317,0.8648648648648649,0.9924727729837737,80,0.8919607843137255
0.75,90,0.6753789945721429,0.8646893646893647,0.9993399095360428,177,0.8709803921568627
0.8,90,0.6795856689429836,0.8592488592488593,0.9977027205058955,128,0.8950980392156862
0.85,90,0.5080482264030848,0.8662688662688662,0.9908822431548208,68,0.8874509803921569
0.9,90,0.5243946997732516,0.8603896103896104,0.9785820543222888,58,0.8868627450980393
0.95,90,0.6103106989272383,0.8578448578448579,0.9967791427881344,103,0.8896078431372549
0,95,0.5627447253968937,0.8556511056511057,0.9703220033814197,45,0.8907843137254902
0.05,95,0.6362788403616441,0.8538083538083537,0.9987415738971961,139,0.894313725490196
0.1,95,0.6070644334452042,0.8576693576693577,0.9941168236611554,85,0.8994117647058822
0.15,95,0.5186769551788735,0.8631098631098632,0.9932947983224645,87,0.9023529411764706
0.2,95,0.553390880836951,0.8585468585468585,0.9932399051445887,83,0.8780392156862745
0.25,95,0.6172827471615068,0.853018603018603,0.9665714270030521,45,0.8831372549019608
0.3,95,0.553910512896563,0.8534573534573534,0.9950102101310849,94,0.8976470588235295
0.35,95,0.5591092836728554,0.8558266058266059,0.9714596644928969,45,0.8833333333333333
0.4,95,0.5352202888257456,0.8601263601263601,0.9959831917089343,94,0.8923529411764706
0.45,95,0.6646578170803209,0.8617058617058616,0.9985137672090113,141,0.8811764705882352
0.5,95,0.5057801500160173,0.8610038610038611,0.9926251015523789,84,0.8837254901960785
0.55,95,0.6122295277205524,0.8606528606528607,0.9986153195880816,130,0.8907843137254902
0.6,95,0.5273660168249086,0.8551246051246052,0.9775555518960104,51,0.8888235294117647
0.65,95,0.5743158584497622,0.8598631098631099,0.9684817095931317,45,0.8874509803921569
0.7,95,0.5686159063105947,0.8569673569673569,0.9697346463781481,45,0.8864705882352942
0.75,95,0.6348854183459913,0.8715338715338715,0.9987621588388995,141,0.8784313725490196
0.8,95,0.7337195139674358,0.862056862056862,0.9972951386601674,128,0.8843137254901962
0.85,95,0.538622690845799,0.8553878553878553,0.9827017873218716,60,0.8901960784313726
0.9,95,0.6974934453995812,0.8597753597753598,0.9992767823814855,189,0.8862745098039215
0.95,95,0.7428668365375886,0.8595998595998596,0.9988897854774608,144,0.8829411764705882
0,100,0.7486297653876985,0.8636363636363636,0.9989282107019739,163,0.8843137254901962
0.05,100,0.5804774220416088,0.853983853983854,0.9959049689304613,103,0.8982352941176471
0.1,100,0.5639159223249811,0.8594243594243595,0.9706980216498694,45,0.8827450980392156
0.15,100,0.5842265312541399,0.8583713583713584,0.9985165118679051,130,0.8815686274509804
0.2,100,0.507541830571282,0.8660933660933661,0.9881073930131964,66,0.8747058823529411
0.25,100,0.5482593141249473,0.8563531063531064,0.9726508464528029,45,0.8872549019607843
0.3,100,0.5244836086370298,0.8650403650403651,0.9942581735941858,83,0.8894117647058823
0.35,100,0.6728013112450277,0.8657423657423657,0.9993893133961312,190,0.8880392156862745
0.4,100,0.8001888590611962,0.8569673569673568,0.9989625189381464,186,0.867450980392157
0.45,100,0.5939429651896487,0.8689013689013689,0.9925976549634411,80,0.874313725490196
0.5,100,0.6049389499455493,0.861003861003861,0.9900862920756208,68,0.8815686274509803
0.55,100,0.5753169991075993,0.8574938574938574,0.9722954131260566,45,0.8829411764705881
0.6,100,0.8285307832962728,0.8522288522288521,0.9980156116197879,144,0.8823529411764706
0.65,100,0.5427343229584346,0.8584591084591084,0.995867916035395,94,0.8872549019607843
0.7,100,0.5998666384411568,0.8572306072306072,0.9792956656346751,54,0.8935294117647058
0.75,100,0.7010894690251706,0.8588101088101088,0.9984506400544539,144,0.8884313725490196
0.8,100,0.5724696972166861,0.8593366093366093,0.9703343543464419,45,0.8760784313725489
0.85,100,0.5085641171363805,0.8648648648648648,0.993419680302132,82,0.8972549019607843
0.9,100,0.5705950734581774,0.8532818532818532,0.9899806227082099,78,0.8850980392156862
0.95,100,0.6514895012269154,0.8625833625833625,0.9942938541598051,90,0.8835294117647059
0,105,0.5300465067293471,0.8533696033696033,0.9770272050589554,51,0.8905882352941177
0.05,105,0.5666941901212497,0.8683748683748683,0.9983038008036361,143,0.888235294117647
0.1,105,0.6065874809756974,0.8601263601263602,0.9980114946314472,132,0.8954901960784314
0.15,105,0.5677722532129446,0.871095121095121,0.9986537448125947,139,0.8878431372549019
0.2,105,0.589579437150071,0.8556511056511057,0.9708174143117494,45,0.8880392156862744
0.25,105,0.5093166667301923,0.8559143559143559,0.9808724721691588,55,0.8847058823529411
0.3,105,0.6921316302621996,0.858020358020358,0.9949168917286959,90,0.8768627450980392
0.35,105,0.6445691892815544,0.8523166023166023,0.9947055529938739,90,0.8815686274509803
0.4,105,0.7092352759167059,0.8585468585468585,0.9994743978218387,193,0.8992156862745098
0.45,105,0.7120258387005487,0.8543348543348543,0.9988060733812002,147,0.8905882352941176
0.5,105,0.6771125182608105,0.8553001053001054,0.9987786267922624,141,0.8941176470588235
0.55,105,0.5361840279883896,0.8568796068796068,0.9937998155589224,83,0.8950980392156862
0.6,105,0.5588560228957641,0.8557388557388557,0.9688522385437939,45,0.8849019607843138
0.65,105,0.5285811683052029,0.8567918567918568,0.9863425773444877,62,0.883921568627451
0.7,105,0.6791360971844749,0.8604773604773605,0.9988842961596733,147,0.8896078431372548
0.75,105,0.7545401293241623,0.8606528606528607,0.9993440265243835,177,0.8845098039215686
0.8,105,0.6840775452850275,0.8652158652158652,0.999312462947105,186,0.8841176470588236
0.85,105,0.5687290246271535,0.8572306072306072,0.971391048020552,45,0.8839215686274509
0.9,105,0.6882068055206971,0.8634608634608635,0.9994483235623477,190,0.8892156862745098
0.95,105,0.517537371162942,0.8548613548613548,0.9764055398195113,51,0.8880392156862745
