,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,5,CYP450,"[0.9759679586157101, 0.9586982189110491, 0.9757058712393332, 0.9961990263685925, 0.9674820038464317]",ROC,"[0.944468861249066, 0.9071703424840086, 0.9149732620320856, 0.8837962615419264, 0.8966955701781357]",46,128,803813,0.0001,0
