,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,0,CYP450,"[0.9874567195572976, 0.9738906675505736, 0.9901675672923513, 0.9984344625007102, 0.9803620864651331]",ROC,"[0.9490147443847321, 0.8935858711631306, 0.9084047849913386, 0.8853452426410772, 0.9084429824561403]",61,128,803813,0.0001,0
