,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,3,CYP450,"[0.9624161673656005, 0.936330747601789, 0.9508106988129361, 0.9800876302451016, 0.9408547289350968]",ROC,"[0.9486500259610392, 0.8955121766022572, 0.9083024194489163, 0.8880274123762233, 0.9089954163483576]",30,128,803813,0.0001,0
