,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,4,CYP450,"[0.9695334924093093, 0.9466458384578187, 0.9659802375089772, 0.9943729485681024, 0.9596389512909793]",ROC,"[0.9438940878882017, 0.8930659049511509, 0.910135546094361, 0.8995576653360665, 0.9074275029633216]",41,128,803813,0.0001,0
