,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,9,CYP450,"[0.9860715012616572, 0.9789726263249825, 0.9911302675429796, 0.9981974712764501, 0.9741566284682479]",ROC,"[0.9489664831449822, 0.8941442162924048, 0.9122660124101047, 0.877356662329393, 0.920156700161619]",61,128,803813,0.0001,0
