,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,6,CYP450,"[0.9817337929595712, 0.9629797182474445, 0.9773100920551641, 0.9983122023993585, 0.9707314714061176]",ROC,"[0.9375272350933257, 0.9001070181367579, 0.9226584033450986, 0.9062642395409366, 0.9114660986865459]",53,128,803813,0.0001,0
