,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,7,CYP450,"[0.9839607916934181, 0.9674159823631325, 0.987439077850502, 0.9980460441587333, 0.9720425659303396]",ROC,"[0.946979019942175, 0.8919884270651575, 0.9216010356106751, 0.8931477768604789, 0.9158039582459876]",54,128,803813,0.0001,0
