,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,2,CYP450,"[0.9794194858383412, 0.9712625715859213, 0.9850212186939684, 0.9986072867981817, 0.9663976834625678]",ROC,"[0.9456466250709019, 0.911163739385852, 0.9278323061705851, 0.8874804055707076, 0.9160788569361549]",56,128,803813,0.0001,0
