,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,1,CYP450,"[0.9741909012094102, 0.9501959277403189, 0.9769620621108028, 0.9920489102889002, 0.9603078791069413]",ROC,"[0.9507553234977144, 0.9131923439881918, 0.9272660164638512, 0.8782164965701856, 0.9238298224558208]",46,128,803813,0.0001,0
