,fold,task_name,train_pfs,metric,valid_pfs,best_epoch,batch_size,trainable_params,lr,weight_decay
0,8,CYP450,"[0.9815696344422685, 0.9640635372888541, 0.9805806027474077, 0.9980807211877644, 0.9701468873400121]",ROC,"[0.9383434758168977, 0.9018265212849308, 0.9209925291619695, 0.889568472906404, 0.9232657499341006]",51,128,803813,0.0001,0
