,epochs,total_time(s),average_time(s)
0,1,131.52904605865479,131.52904605865479
1,10,132.10801076889038,13.210801076889037
2,50,157.11977100372314,3.142395420074463
3,100,182.5483078956604,1.825483078956604
4,150,205.13269639015198,1.3675513092676799
5,300,272.8954086303711,0.909651362101237
6,500,361.0623104572296,0.7221246209144593
