,epochs,total_time(s),average_time(s)
0,1,15.268798589706421,15.268798589706421
1,10,25.700432300567627,2.5700432300567626
2,50,91.44415330886841,1.828883066177368
3,100,171.60841941833496,1.7160841941833496
4,150,254.6508116722107,1.697672077814738
5,300,500.81772112846375,1.6693924037615457
6,500,823.4488840103149,1.6468977680206298
